titulo,autores,generos,serie,sinopsis,url_libro,categoria_origen,fecha_extraccion,url_portada
La captura de Macalé,Andrea Camilleri,Bélico; Drama; Novela; Realista,,"Sicilia, año de gracia de 1935, en plena guerra de Abisinia. Michelino es un niño de seis años, inteligente y precoz, que intenta asimilar lo que ocurre a su alrededor con los mecanismos propios de suedad, intuyendo las cosas aunque sin llegar a comprenderlas. Hijo de Gerlando Sterlini, fascista ejemplar y prohombre de Vigàta, Michelino se abre paso en un mundo enfermo y peligroso, descubriendo, demasiado rápido como para salir indemne, la cara oscura y miserable de los adultos. Numerosos personajes se entrelazan en el devenir diario de la vida de Michelino: desde los padres, tan lejanos como absortos en consumar sus pasiones y ambiciones, hasta el avieso profesor Gorgerino, pasando por el engañoso sacerdote Burruano,la irresistible prima Marietta o el cruel Balduzzo, héroe de la conquista de la ciudad africana de Macalé. Todos ellos contribuyen a transformar un despertar a la vida lleno de situaciones de tierna comicidad, en una tragedia que simboliza el horror de que es capaz el ser humano. Sobre el telón de fondo de una Italia provinciana inmersa en la complacencia ante una dictadura de éxitos deslumbrantes, Camilleri dibuja una realidad gris y brutal, anegada de corrupción y salpicada de episodios cotidianos de un dramatismo tan hilarante como sobrecogedor.Andrea Camilleri, hoy por hoy el escritor más popular de Italia y creador del entrañable comisario Salvo Montalbano, hace gala una vez más de su dominio magistral del lenguaje para crear exuberantes universos y personajes que nunca dejande conmover por su vigor y profundidad.",https://ww3.lectulandia.com/book/la-captura-de-macale/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Andrea%20Camilleri/La%20captura%20de%20Macale%20(51)/small.jpg
Bandera de batalla,Bernard Cornwell,Bélico; Histórico; Novela,Crónicas de Starbuck,"La batalla épica por el control de la capital confederada continúa durante el caluroso verano de 1862. Tras haber destacado en Cedar Moutain, la carrera de capitán confederado Nate Starbuck, yanqui norteño que lucha por la causa rebelde de sur, se ve amenazada una vez más. Consciente de que tiene que sobrevivir y ganar la batalla, no sólo debe liderar a su harapienta compañía en la amarga lucha contra el formidable ejército del norte, sino también contra sus propios superiores, a quienes no les gustaría nada más que verlo muerto. Porque la sospecha y la hostilidad de su comandante de brigada, el general Washington Faulconer, es más evidente que nunca. El resultado de la contienda, la sangrienta y espantosa segunda batalla de Manassas, va a cambiar drásticamente la fortuna de ambos hombres... Evocador e históricamente preciso, Bernard Cornwell continúa con Bandera de batalla la impresionante serie de aventuras de Natan Starbuck en algunos de los campos de batalla más decisivos de la guerra civil estadounidense.",https://ww3.lectulandia.com/book/bandera-de-batalla/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Bernard%20Cornwell/Bandera%20de%20batalla%20(45)/small.jpg
Ángeles de acero,Nicholas C. Prata,Bélico; Histórico; Novela,,"1565. El Imperio otomano se yergue como un coloso sobre los reinos cristianos, sus tropas victoriosas en los campos de batalla, su ambición sin límite ni freno. Frente a él, una Europa dividida, incapaz de presentar un frente unido al decidido asalto turco. El siguiente objetivo del sultán Solimán el Magnífico es la isla de Malta. Su caída a manos musulmanas abrirá el Mediterráneo a los ejércitos otomanos y significará sin duda la ruina de la civilización occidental. Los Caballeros de San Juan del Hospital, aquéllos que tiempos posteriores recordarán como los Caballeros Hospitalarios, son el firme baluarte de la Cristiandad, los defensores de la isla de Malta. Curtidos en mil batallas y con el recuerdo todavía fresco de la humillante expulsión de su sede en la isla de Rodas, están decididos a morir hasta el último hombre antes de permitir la ocupación otomana. Superados en número, sin ayuda ni esperanza de victoria, los caballeros, liderados por el gran maestre Jean de la Valette, se aprestan a rechazar a las innumerables hordas turcas. El Gran Asedio de Malta acaba de empezar.",https://ww3.lectulandia.com/book/angeles-de-acero/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Nicholas%20C%20Prata/Angeles%20de%20acero%20(1)/small.jpg
Pretoriano,Thomas Gifford,Bélico; Intriga; Novela,,"En plena guerra mundial, Londres, acosada por los constantes bombardeos alemanes, ve cómo van cayendo sus edificios, cómo se empobrecen sus estructuras… Pero no sus habitantes. Haciendo gala de su tradicional flema, los londinenses se empeñan en mantener una vida digna por encima de las circunstancias. En los rincones de la ciudad, se va tramando un plan destinado a salvar a Europa de las garras alemanas. El plan Pretoriano involucrará a dos hombres y a una mujer que ambos aman. A la novela Pretoriano, también se la conoce en español con el nombre de Código secreto.",https://ww3.lectulandia.com/book/pretoriano-thomas-gifford/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Thomas%20Gifford/Pretoriano%20(3)/small.jpg
Flashman a la conquista de Abisinia,George MacDonald Fraser,Aventuras; Bélico; Humor; Novela,Harry Flashman,"En octubre de 1862, el emperador de Etiopía mando una carta a la reina Victoria en la que le ofrecía una alianza y, tras dos años esperando respuesta, decidió encarcelar al representante británico como represalia y protesta por el desinterés de su majestad. Este incidente diplomático desencadenó el envío de una expedición militar angloindia, encabezada por Sir Robert Napier y en la que, como se podría suponer, va nuestro protagonista, para hacer lo que mejor sabe: trabajo «entre líneas» muy cerca de los servicios secretos británicos, y que le permitirá desplegar todas sus habilidades: pragmatismo, cinismo y capacidad para el engaño. ¿Cómo conseguirá esta vez salir airoso y aparentar que es un dechado de virtudes patrióticas?",https://ww3.lectulandia.com/book/flashman-a-la-conquista-de-abisinia/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/George%20MacDonald%20Fraser/Flashman%20a%20la%20conquista%20de%20Abisinia%20(3)/small.jpg
Días sin final,Sebastian Barry,Bélico; Drama; Histórico; Novela,,"Después de alistarse con apenas diecisiete años en el ejército de los Estados Unidos en la década de 1850, Thomas McNulty y John Cole, su compañero de armas, luchan en las guerras indias y, posteriormente, en la guerra de Secesión. Tras huir de terribles penalidades, estos serán para ellos días llenos de vida y asombro, a pesar de los horrores de los que son testigos y cómplices a la vez. Sus existencias cobrarán una mayor plenitud que peligrará cuando una joven india se cruce en su camino y surja la posibilidad de una felicidad duradera… siempre y cuando logren sobrevivir. La última obra de Sebastian Barry nos lleva por las llanuras del Oeste hasta Tennessee y es una auténtica obra maestra, tanto por la atmósfera que recrea como por su lenguaje. Estamos al mismo tiempo ante una intensa y conmovedora historia de dos hombres y la vida que les toca vivir, y una nueva mirada sobre algunos de los años más fatídicos en la historia de los Estados Unidos. Días sin final es una novela inolvidable.",https://ww3.lectulandia.com/book/dias-sin-final/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Sebastian%20Barry/Dias%20sin%20final%20(2)/small.jpg
Numancia,Miguel de Cervantes,Bélico; Drama; Histórico; Teatro,,"Numancia, una ciudad celtibérica, resiste desde hace años a las tropas del general romano Escipión, cuyas tropas han relajado sus costumbres. El general arenga a sus tropas y decide que caven un foso para tomar por inanición la plaza. Dos embajadores numantinos ofrecen firmar una paz, pero Escipión la rechaza: solo queda vencer o morir. Dos figuras alegóricas que representan a España y al Duero profetizan la caída de la ciudad, pero también las glorias que cosechará España con Felipe II, es decir, la época contemporánea a la escritura de la obra. En Numancia, mientras tanto, los augures, mediante sacrificios a Júpiter, y el hechicero, que resucita a un cadáver, prevén la destrucción de la ciudad. Sin embargo, y sin perder nunca la esperanza, los jefes arévacos proponen un combate singular (un numantino contra un romano) para decidir la suerte de la guerra. Escipión, que confía en rendir la fortaleza por el hambre, no acepta la propuesta. Extenuados ya los habitantes de la ciudad, se aprestan a una salida desesperada, pero las mujeres, que temen quedarse tras la probable derrota a merced de los romanos, les piden que destruyan los bienes materiales de la ciudad, consuman la carne de los pocos prisioneros romanos y les den muerte antes de sufrir la indignidad de ser ultrajadas por el ejército de Escipión. Posteriormente, se dan muerte unos a otros. Los romanos entran en una ciudad inerte cuando ven al último de los habitantes de Numancia arrojarse al vacío desde una torre para evitar que ningún numantino tenga que pasear como trofeo de guerra en el desfile victorioso de Roma.",https://ww3.lectulandia.com/book/numancia-miguel-de-cervantes/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Miguel%20de%20Cervantes%20Saavedra/Numancia%20(32)/small.jpg
El cerco,Ismail Kadare,Bélico; Novela; Realista,,"En “El cerco” Ismaíl Kadaré recrea con singulares fuerza y viveza los meses angustiosos y terribles en que la gente de Albania, al mando del príncipe Jorge Castriota el mítico Scanderberg y tras negarse a someterse al imperio otomano, afrontó el embate de su poderoso ejército, así como los cruentos combates librados entre ambos bandos: el comienzo de las guerras balcánicas que, con el peso de la religión de fondo, han llegado hasta nuestros días. La novela puede verse, a la vez, como reflejo metafórico de lo que fue Albania durante la Guerra Fría: un territorio aislado cuyo particular régimen comunista se sentía cercado tanto por las potencias occidentales como por sus correligionarios vecinos del Este.",https://ww3.lectulandia.com/book/el-cerco/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Ismail%20Kadare/El%20cerco%20(10)/small.jpg
Flashman y el dragón,George MacDonald Fraser,Aventuras; Bélico; Humor; Novela,Harry Flashman,"En 1860, en un momento en que China estaba al borde de una sangrienta convulsión, el Imperio británico puso en marcha una expedición para intentar controlar la tensa situación política, pero llegó demasiado tarde. Los intereses de los franceses, las autoridades, los rebeldes taiping y la Corona británica entran en grave conflicto, y el germen de la guerra genera expectativas de lucrativos negocios. Flashman, como siempre, será uno de los grandes beneficiarios de esta caótica situación, e intentará sacar la mejor tajada posible sin que las autoridades sepan siquiera de su existencia. El caballero y honrado Harry Flashman nunca en la vida podría negarse a la desesperada petición de la esposa de un misionero inglés en China. Para nuestro héroe, la promesa de una jugosa comisión no puede compararse con el sincero agradecimiento que la hermosa dama le dispensará a su regreso… Como siempre, Flashman será el hombre clave, que desde su modesto segundo plano, cambiará de nuevo el curso de la Historia. Pocas veces unos hechos de tan extraordinaria trascendencia han sido narrados de una forma divertida.",https://ww3.lectulandia.com/book/flashman-y-el-dragon/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/George%20MacDonald%20Fraser/Flashman%20y%20el%20dragon%20(4)/small.jpg
Flashman y el ángel del Señor,George MacDonald Fraser,Aventuras; Bélico; Humor; Novela,Harry Flashman,"Si Flashman no hubiera hecho caso a la zalamerías de cierta mujerona, la historia de EE. UU. no sería como hoy la conocemos. Pero en tal caso no tendríamos oportunidad de leer una de las más divertidas y emocionantes aventuras jamás escritas. Afortunadamente, Flashman es incapaz de resistirse a la más mínima tentación, y estuvo en el momento más inoportuno en el lugar más inapropiado: en Harper's Ferry, justo cuando John Brown y sus fanáticos secuaces están a punto de dar el disparo de salida a una guerra civil americana.",https://ww3.lectulandia.com/book/flashman-y-el-angel-del-senor/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/George%20MacDonald%20Fraser/Flashman%20y%20el%20angel%20del%20Senor%20(5)/small.jpg
Flashman y el gran juego,George MacDonald Fraser,Aventuras; Bélico; Humor; Novela,Harry Flashman,"Harry Flashman llega a la India en misión secreta para descubrir los planes de las grandes potencias occidentales con intereses políticos y estratégicos en ese país, pero no tarda en implicarse personalmente en el gran motín que los cipayos están preparando, y no duda en llevar a cabo un arriesgado cambio de identidad para introducirse en sus filas. Diversas son las causas que los historiadores atribuyen al gran motín de los cipayos en marzo de 1857: las consecuencias de la expansión británica en la India, el fanatismo religioso, la corrupción política... Sin embargo, nadie parece tener en cuenta que, por aquel entonces, el imprevisible Harry Flashman andaba por ahí en misión secreta y sabía más de lo que desearía acerca del motín que se estaba gestando. Un dato que debiera tenerse muy en cuenta. Enfrentarse a los agentes secretos rusos, a las fanáticas hordas hindúes, al consejo de ministros y a cautivadoras bellezas orientales, y aun así salvar el pellejo, no está al alcance de cualquiera, pero Harry Flashman no tiene parangón entre los militares británicos. Solo hay un hombre como él (por fortuna para el ejército, y para la Corona).",https://ww3.lectulandia.com/book/flashman-y-el-gran-juego/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/George%20MacDonald%20Fraser/Flashman%20y%20el%20gran%20juego%20(6)/small.jpg
Flashman y la carga de la brigada ligera,George MacDonald Fraser,Aventuras; Bélico; Humor; Novela,Harry Flashman,"La Carga de la Brigada Ligera es uno de los episodios más célebres de la historia militar del Imperio Británico, forma parte de la famosa batalla de Balaclava y de la guerra de Crimea, en la que se enfrentaron las grandes potencias de la época. Según la versión aquí propuesta por MacDonald Fraser de este episodio que sigue siendo todavía hoy objeto de controversia, la inició un borracho, la continuó un demente y la remató una pandilla de cobardes heroicos. Por supuesto, un escenario como este es idóneo para que Flashman lo enrede todo y, sin embargo, acabe por llevarse todo el mérito de lo que acaba en desastre.",https://ww3.lectulandia.com/book/flashman-y-la-carga-de-la-brigada-ligera/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/George%20MacDonald%20Fraser/Flashman%20y%20la%20carga%20de%20la%20brigada%20ligera%20(7)/small.jpg
Flashman se va al oeste,George MacDonald Fraser,Aventuras; Bélico; Humor; Novela,Harry Flashman,"En contra de lo proyectado en Flashman el Libertador, Flashy debe quedarse en tierras americanas y decide viajar al Oeste en busca de fortuna y riqueza. El azar le pone en manos de los nativos, a los que no tarda en embaucar para que lo acojan como a un igual. Flashman se va al Oeste narra la vida de un canalla, pero con una educación muy británica, entre lo que el considera salvajes, lo que da pie a situaciones y escenas muy divertidas. Se centra en los momentos previos a la gran batalla de Little Big Horn, en la que murió el general Custer, y en una época en que los enfrentamientos y escaramuzas entre el ejército y los nativos eran constantes. Mucha acción y un gran sentido del humor.",https://ww3.lectulandia.com/book/flashman-se-va-al-oeste/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/George%20MacDonald%20Fraser/Flashman%20se%20va%20al%20oeste%20(8)/small.jpg
Una comida en invierno,Hubert Mingarelli,Bélico; Drama; Novela,,"Al amanecer, en uno de los desolados inviernos de la Segunda Guerra Mundial, tres soldados alemanes se arrastran por los helados campos de Polonia. Tienen órdenes de rastrear la zona y volver con «uno de ellos». Tras atrapar a un joven judío escondido en el bosque, el grupo hace un alto en una cabaña abandonada antes de regresar al campamento con su presa. Mientras con sus escasos recursos intentan encender fuego y preparan la cena, se suma al cuarteto un cazador polaco cuyo virulento antisemitismo eleva la tensión de una atmósfera ya de por sí a punto de estallar. A medida que avanza la velada y las implicaciones últimas de su misión van perfilándose con mayor claridad, las lealtades y vínculos de unos hombres hambrientos, agotados e inmersos en un conflicto cuyas dimensiones y consecuencias están muy lejos de poder calibrar, se verán puestas en entredicho.",https://ww3.lectulandia.com/book/una-comida-en-invierno/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Hubert%20Mingarelli/Una%20comida%20en%20invierno%20(1)/small.jpg
La guerra de Courtney,David Churchill; Wilbur Smith,Aventuras; Bélico; Histórico; Novela,Saga Courtney,"Saffron Courtney y Gerhard von Meerbach parecen bendecidos por los dioses: bellos, ricos, enamorados. Pero, a poco de conocerse, Hitler desata sus fuerzas contra Polonia. Dos días más tarde, Gran Bretaña declara la guerra a Alemania y el horror explota en todo el mundo. De un momento al otro, los amantes se ven obligados a separarse y a luchar por sus vidas. Pese a su rechazo por el régimen, Gerhard pelea por Alemania, su patria, con el propósito secreto de hallar la forma de liberarla de Hitler. Pero cuando la unidad militar bajo su comando entra al infierno de la batalla de Stalingrado, comprende que sus chances de sobrevivir son escasas. Mientras tanto Saffron, recrutada por la Dirección de Operaciones Especiales para investigar cómo los nazis han infiltrado las redes aliadas, se convierte en blanco de la persecución del más despiadado de los espías. Enfrentados al mal en sus formas más espantosas, tendrán que tomar la decisión más difícil: sacrificarse por la causa o intentarlo todo para volver a estar juntos. Esperada secuela del gran bestseller Grito de guerra , esta nueva novela de Wilbur Smith retoma la célebre saga Courtney. La guerra de Courtney sumerge a los lectores en una historia épica y vibrante, con el sello inconfundible del maestro de la novela de aventuras.",https://ww3.lectulandia.com/book/la-guerra-de-courtney/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Wilbur%20Smith/La%20guerra%20de%20Courtney%20(21)/small.jpg
La mujer de la estrella azul,Pam Jenoff,Bélico; Histórico; Novela,,"1942 Sadie Gault tiene dieciocho años y vive con sus padres los horrores del día a día en el gueto de Cracovia durante la Segunda Guerra Mundial. Cuando los nazis liquidan el gueto, Sadie y su madre embarazada se ven obligadas a buscar refugio en las peligrosas cloacas que circulan por debajo de la ciudad. Un día, Sadie mira hacia arriba a través de la rejilla de una alcantarilla y ve a una chica más o menos de su edad comprando flores. Ella Stepanek es una acaudalada chica polaca que lleva una vida relativamente fácil con su madrastra, que ha desarrollado una alianza estrecha con los alemanes de la ocupación. Repudiada por sus amigas y extrañando a su prometido, que se marchó a la guerra, Ella deambula por Cracovia sin cesar. Mientras hace unas compras en el mercado, descubre que algo se mueve bajo una alcantarilla de la calle. Al acercarse a mirar, se da cuenta de que se trata de una chica escondida. Ella comienza a ayudar a Sadie y ambas desarrollan una amistad, pero, conforme los peligros de la guerra se recrudecen, sus vidas emprenden un camino sin retorno que las pondrá a prueba frente a unas circunstancias asfixiantes.",https://ww3.lectulandia.com/book/la-mujer-de-la-estrella-azul/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Pam%20Jenoff/La%20mujer%20de%20la%20estrella%20azul%20(4)/small.jpg
El presagio de los buitres,Antonio Orozco Guerrero,Aventuras; Bélico; Histórico; Novela,,"Un relato ameno, dinámico y fiel a los hechos. Una novela histórica llena de acción y aventuras, que invita a reflexionar sobre el pensamiento, vida, religión y costumbres los pueblos de Hispania antes de ser conquistados por Roma. Durante los años 154 y 152 antes de Cristo, los belos, titos y arévacos (tres importantes tribus celtíberas) se enfrentan a Roma en una guerra en la que unos luchan guiados por la avaricia y el ansia de gloria y los otros por su libertad y supervivencia como pueblo. Estos son los personajes principales: Caciro, un anciano adivino de la ciudad de Segeda, que se debate entre las viejas y arraigadas creencias y el cultivo de la razón. Apoya la guerra contra Roma, pues la interpretación del vuelo de los buitres le augura una gran victoria. Muy pronto se arrepentirá. Caro, jefe de los belos de la ciudad de Segeda; un genio militar muerto prematuramente. Liteno, jefe de los arévacos de Numancia; tan valeroso como prudente. Quinto Fulvio Nobilior, cónsul de Roma; engreído, inexperto y autoritario. Marco Claudio Marcelo, cónsul de Roma; gran militar con excelentes dotes para lograr la paz.",https://ww3.lectulandia.com/book/el-presagio-de-los-buitres/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Antonio%20Orozco%20Guerrero/El%20presagio%20de%20los%20buitres%20(4)/small.jpg
Aunque caminen por el valle de la muerte,Álvaro Colomer,Bélico; Novela,,"En esta novela basada en hechos reales, Álvaro Colomer reconstruye en clave de ficción uno de los episodios más controvertidos de la guerra de Irak: el papel de las tropas españolas en la batalla de Najaf. Un convoy militar atraviesa el desierto. Niños iraquíes saludan desde el arcén; a sus espaldas, pozos de petróleo en llamas, carros de combate calcinados y un paisaje cuarteado como el vientre de un reptil moribundo. La brigada española Plus Ultra II se dirige a la ciudad santa de Najaf, donde compartirá acuartelamiento con unidades de otros países. Todo transcurre con normalidad en la base Al-Andalus, hasta que un día el autoproclamado ejército del Mahdi asalta el cuartel español, dando inicio a la batalla de Najaf. Es el 4 de abril de 2004 y ha pasado un año desde la invasión de Irak. España se encuentra en pleno proceso de transferencia de poderes: tras los atentados del 11-M, el Partido Popular ha perdido las elecciones y el PSOE aún no ha tomado posesión de la cartera de Defensa. ¿Se cruzó de manos el alto mando de la Brigada Plus Ultra II mientras las otras unidades luchaban para defender el cuartel? ¿Se negó el gobierno en funciones a tomar decisiones durante el enfrentamiento? ¿Por qué se ha silenciado una de las batallas recientes más importantes del ejército español? Esta novela construye una ficción con los acontecimientos. Pero el autor advierte: en la guerra, como en la literatura, hay tantas verdades como puntos de vista.",https://ww3.lectulandia.com/book/aunque-caminen-por-el-valle-de-la-muerte/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Alvaro%20Colomer/Aunque%20caminen%20por%20el%20valle%20de%20la%20muerte%20(2)/small.jpg
El baile de los malditos,Irwin Shaw,Bélico; Novela,,"Novela que narra la segunda guerra mundial desde la perspectiva de tres hombres: Un joven alemán y dos americanos —un judío y un actor de Broadway— luchan en bandos distintos, pero sus caminos acabarán encontrándose.",https://ww3.lectulandia.com/book/el-baile-de-los-malditos/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Irwin%20Shaw/El%20baile%20de%20los%20malditos%20(3)/small.jpg
60 minutos en el infierno,Alexander Fullerton,Bélico; Novela,Nicholas Everard,"Continuación de la saga de Nicholas Everard. Es el año 1917 y la primera guerra mundial está en su máximo apogeo. Nicholas Everard es el segundo al mando del destructor inglés Mackerel. Durante un peligroso enfrentamiento con los destructores alemanes, el Mackerel está a punto de hundirse a causa de la ambición y testarudez de su propio capitán, pero la sangre fría de Everard durante el ataque y sus soberbias dotes de mando consiguen salvar del desastre a la nave y a su tripulación. Este acto de heroísmo hace que Everard consiga su propio destructor, justo a tiempo para participar en el ataque al puerto belga de Zeebrugge, en la víspera del día de san Jorge. En plena batalla, Nick se encuentra con su antiguo superior, el capitán Wyatt. El segundo volumen de la serie de Nicholas Everard es otra trepidante aventura marítima ambientada en las impredecibles batallas navales de la primera guerra mundial. La presentación de las batallas navales, las costumbres, las tradiciones y la vida en el mar de Fullerton brillan con autenticidad, y su retrato de los hombres durante la batalla es impresionante.",https://ww3.lectulandia.com/book/60-minutos-en-el-infierno/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Alexander%20Fullerton/60%20minutos%20en%20el%20infierno%20(1)/small.jpg
El italiano,Arturo Pérez-Reverte,Bélico; Ensayo; Historia; Histórico; Novela; Romántico,,"Una historia de amor, mar y guerra. « Nada traiciona, tanto tiempo después, la mujer que desde hace dos años vive sola junto al mar con un perro y unos libros. Qué otra cosa, decide, sería el impulso, o el deseo, de permanecer abrazada a ese hombre para siempre. Ignora qué habrá en su cabeza dentro de un par de horas, cuando la claridad del día la despeje del todo e ilumine con más crudeza su conciencia. Lo cierto es que en este momento, sin duda alguna, desearía morir si él muriera ». En los años 1942 y 1943, durante la Segunda Guerra Mundial, buzos de combate italianos hundieron o dañaron catorce barcos aliados en Gibraltar y la bahía de Algeciras. En esta novela, inspirada en hechos reales, sólo algunos personajes y situaciones son imaginarios. Elena Arbués, una librera de veintisiete años, encuentra una madrugada mientras pasea por la playa a uno de esos buzos, desvanecido entre la arena y el agua. Al socorrerlo, la joven ignora que esa determinación cambiará su vida y que el amor será sólo parte de una peligrosa aventura. ---------------------------- La crítica ha dicho: «Pérez-Reverte en su mejor momento. Sus novelas trazan lazos de unión unas con otras, hasta formar una urdimbre que es lo que los clásicos llamaban estilo, y los modernos, mundo». José María Pozuelo Yvancos, ABC Cultural «Arturo Pérez-Reverte sabe cómo retener al lector a cada vuelta de página». The New York Times Book Review «Arturo Pérez-Reverte consigue mantener sin aliento al lector». Corriere della Sera «Pérez-Reverte nos hace disfrutar de un juego inteligente entre historia y ficción». The Times",https://ww3.lectulandia.com/book/el-italiano/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Arturo%20PerezReverte/El%20italiano%20(23)/small.jpg
Pearl Harbor,Randall Wallace,Bélico; Histórico; Novela,,"Rafe McCawley y Danny Walker son dos jóvenes pilotos de la Fuerza Aérea de Estados Unidos. Crecieron como hermanos, aprendiendo a volar en viejas avionetas. Rafe se ha enamorado de Evelyn Stewart, una enfermera que cumple su servicio en la Marina. La guerra los separa cuando Rafe se ofrece voluntario para luchar en el Escuadrón Águila, un grupo de americanos que lucha junto a los ingleses en la Batalla de Inglaterra. Con la promesa de regresar, Rafe pone rumbo a los mortíferos cielos del canal de la Mancha, mientras Evelyn y Danny son transferidos a Pearl Harbor, en el paradisíaco Hawaii. Su edén se rompe en pedazos cuando reciben la noticia de que Rafe ha muerto en combate. Pero las cosas están a punto de tomar un giro mucho más dramático en el tranquilo Pearl Harbor.",https://ww3.lectulandia.com/book/pearl-harbor-randall-wallace/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Randall%20Wallace/Pearl%20Harbor%20(1)/small.jpg
Los pretorianos,Jean Lartéguy,Bélico; Histórico; Novela,Trilogía Jean Lartéguy,"En esta novela de Jean Lartéguy, vemos a los «centuriones» convertirse en «Los pretorianos». El asesinato de uno de sus camaradas lleva a los amigos de éste a desbordar el marco nacional de la acción militar y a «hacer política». Nada podrá contener ya a ese torrente de hombres audaces, ni siquiera aquéllos que, desde Argel o desde la metrópoli, tratan de someterlos. Tenidos por peligrosos tanto por las jerarquías tradicionales como por los hombres a los que ellos mismos han llevado al poder, «Los pretorianos» del 13 de mayo son lanzados de nuevo a la guerra. Desde este momento, ya no podrán escapar a su destino, y se verán abocados a la dimisión, a nuevos complots o al suicidio. Esta novela cierra el ciclo iniciado con «Los centuriones».",https://ww3.lectulandia.com/book/los-pretorianos/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Jean%20Larteguy/Los%20pretorianos%20(5)/small.jpg
Los centuriones,Jean Lartéguy,Bélico; Histórico; Novela,Trilogía Jean Lartéguy,"En «Los centuriones» se narra la gran aventura de los paracaidistas de Dien-Bien-Fu en la Kasbah de Argel. Sobre un fondo histórico sabiamente analizado, el novelista teje su ficción y pone al servicio de su arte toda la experiencia de una vida curtida por el sol de muchas aventuras bélicas. Sin embargo, «Los centuriones» —primera parte de una trilogía que completa «Los mercenarios» y «Los pretorianos», cada una de las cuales puede leerse con entera independencia— no es la mera crónica de una guerra total e inhumana en sus tácticas. Por su audaz penetración psicológica, por su estudio del amor y del sexo, por el arte con que pone al desnudo y frente a frente el mundo de la hipocresía y el de los instintos, es, también, y ante todo, una obra excepcional.",https://ww3.lectulandia.com/book/los-centuriones/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Jean%20Larteguy/Los%20centuriones%20(4)/small.jpg
Los mercenarios,Jean Lartéguy,Bélico; Histórico; Novela,Trilogía Jean Lartéguy,"«Los mercenarios» —combatientes del Batallón francés de Corea— es la novela del orgullo nacional burlado, de las energías que no hallan dónde emplearse, de los sacrificios sin fe y sin causa. Un general americano ambicioso y una montaña sin el menor valor estratégico, pero que ejerce su fascinación sobre ambos campos, dominan el drama. «Los mercenarios» son, en su mayor parte, aventureros en estado puro, inolvidables figuras de hombre, los hijos irrecusables de un siglo de violencia. «Los mercenarios» —segunda parte de la trilogía que empieza con «Los centuriones» y acaba con «Los pretorianos», y que puede leerse con completa independencia— quedará como un testimonio honrado y viril sobre el combatiente contemporáneo.",https://ww3.lectulandia.com/book/los-mercenarios/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Jean%20Larteguy/Los%20mercenarios%20(3)/small.jpg
El submarino del narco,Federico Supervielle Bergés,Aventuras; Bélico; Novela,El Albatros,"Toneladas de droga viajan bajo el mar en los submarinos de un ambicioso narco. Un patrullero local se va al fondo tras recibir lo que parece el impacto de un torpedo. Pablo, convencido de que no es una misión para el Albatros, se resiste, pero no hay nada más importante que proteger a los suyos. El único barco de guerra privado del mundo pondrá proa a Cabo Verde armado con sensores con los que nunca había contado para enfrentarse a un rival invisible y despiadado. El Albatros tendrá que adaptarse a una amenaza para la que no fue diseñado antes de que sea demasiado tarde.",https://ww3.lectulandia.com/book/el-submarino-del-narco/,belico,2026-09-01,https://assets.lectulandia.com/b/ab/Federico%20Supervielle%20Berges/El%20submarino%20del%20narco%20(4)/small.jpg
